Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
PDTzTI,372,411,2018,10.1002/adma.201705745,Advanced Materials,O=C1N(C(C2=C(C3=C1C=CS3)SC(C(S4)=NC(C5=O)=C4C(SC=C6)=C6C(N5CC(CCCCCC)CCCCCCCC)=O)=N2)=O)CC(CCCCCCCC)CCCCCC,7.0,1.1,3.35,,TG/BC,,,50.0,Cytop,,4.4,Au/Cr,Al,Spin coating - annealing,150.0,CTL-809M : CT-SOLV180 = 2:1,,Nitrogen,n,-5.78,-3.77,,,,,0.79,0.62,42.0,10000000-100000000,0.79,"channel width (W) normalized total resistance"
PDTzTI,372,412,2018,10.1002/adma.201705745,Advanced Materials,O=C1N(C(C2=C(C3=C1C=CS3)SC(C(S4)=NC(C5=O)=C4C(SC=C6)=C6C(N5CC(CCCCCC)CCCCCCCC)=O)=N2)=O)CC(CCCCCCCC)CCCCCC,7.0,1.1,3.35,,TG/BC,,,50.0,Cytop,,4.4,Au/Cr,Al,Spin coating - annealing,250.0,CTL-809M : CT-SOLV180 = 2:1,,Nitrogen,n,-5.78,-3.77,,,,,0.5,0.37,44.0,1000000-10000000,0.5,"channel width (W) normalized total resistance"
PDTzTI,372,413,2018,10.1002/adma.201705745,Advanced Materials,O=C1N(C(C2=C(C3=C1C=CS3)SC(C(S4)=NC(C5=O)=C4C(SC=C6)=C6C(N5CC(CCCCCC)CCCCCCCC)=O)=N2)=O)CC(CCCCCCCC)CCCCCC,7.0,1.1,3.35,,TG/BC,,,50.0,Cytop,,4.4,Au/Cr,Al,Spin coating - annealing,300.0,CTL-809M : CT-SOLV180 = 2:1,,Nitrogen,n,-5.78,-3.77,,,,,0.33,0.3,47.0,1000000-10000000,0.33,"channel width (W) normalized total resistance"
PTTID-T,201,414,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=CS5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C1SC7=C6SC=C7,54.3,1.85,3.6,26.4,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating - annealing,150.0,Chloroform,2000,Vacuum,p,-5.44,-3.74,0.54,0.5,2.6,770000,,,,,0.54,""
PTTID-BT,202,415,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(C6=CC=CS6)S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,52.9,1.54,3.5,27.8,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,2000,Vacuum,ambipolar,-5.43,-3.74,0.027,0.025,17.9,220,0.055,0.037,97.8,170,0.055,""
PTTID-TT,203,416,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC(SC=C6)=C6S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,30.8,1.34,3.5,30.2,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,2000,Vacuum,p,-5.45,-3.77,0.066,0.06,4.6,770000,,,,,0.066,""
PTTID-TVT,204,417,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(/C=C/C6=CC=CS6)S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,36.6,1.41,3.5,27.6,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,2000,Vacuum,p,-5.47,-3.51,0.044,0.042,12.9,1900,,,,,0.044,""
PTTID-SVS,205,418,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(/C=C/C6=CC=C[Se]6)[Se]5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,26.9,1.39,3.5,27.1,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,2000,Vacuum,p,-5.48,-3.72,0.046,0.043,20.9,680,,,,,0.046,""
PTTID-T,201,419,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=CS5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C1SC7=C6SC=C7,54.3,1.85,3.6,30.3,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating,,Chloroform,2000,Vacuum,p,-5.44,-3.74,0.19,0.16,2.5,55000,,,,,0.19,""
PTTID-BT,202,420,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(C6=CC=CS6)S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,52.9,1.54,3.6,29.7,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating,,Chloroform,2000,Vacuum,ambipolar,-5.43,-3.74,0.01,0.0081,1.3,960,0.019,0.017,85.7,1900,0.019,""
PTTID-TT,203,421,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC(SC=C6)=C6S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,30.8,1.34,3.6,32.2,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating,,Chloroform,2000,Vacuum,p,-5.45,-3.77,0.004,0.0034,34.4,55000,,,,,0.004,""
PTTID-TVT,204,422,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(/C=C/C6=CC=CS6)S5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,36.6,1.41,3.5,29.9,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating,,Chloroform,2000,Vacuum,p,-5.47,-3.51,0.016,0.015,3.9,10000,,,,,0.016,""
PTTID-SVS,205,423,2018,10.1039/C8TC02705F,Journal of Material Chemical C,O=C(/C1=C2C(SC3=C4SC(C5=CC=C(/C=C/C6=CC=C[Se]6)[Se]5)=C3)=C4N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CCCCCCC(CCCCCCCCCCCC)CCCCCCCCCC)C7=C1SC8=C7SC=C8,26.9,1.39,3.6,32.9,BG/TC,100.0,1000.0,10.0,ODTS-modified SiO?,300.0,10.8,Au,n+-Si,Spin coating,,Chloroform,2000,Vacuum,p,-5.48,-3.72,0.014,0.013,8.2,920,,,,,0.014,""
PDIID-T,206,424,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=CS9)=C8)=O,52.4,1.63,,,TG/BC,80.0,5600.0,70.0,PMMA,550.0,5.5,Au,Au,Spin coating - annealing,200.0,o-DCB,,Ambient,ambipolar,-5.16,-3.66,0.0011,0.00094,-11.0,<10,0.0062,0.0037,11.0,10-100,0.0037,""
PDIID-TT,207,425,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(C%10=CC=CS%10)S9)=C8)=O,82.1,2.07,3.6,24.52,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating,,o-DCB,,Ambient,p,-5.16,-3.58,0.56,0.48,6.0,~1000,0.015,0.013,63.5,1000-10000,0.56,""
PDIID-TT,207,426,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(C%10=CC=CS%10)S9)=C8)=O,82.1,2.07,3.6,24.52,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating - annealing,200.0,o-DCB,,Ambient,p,-5.16,-3.58,1.55,1.29,5.0,1000-10000,0.021,0.018,43.0,100-1000,1.55,""
PDIID-TT,207,427,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(C%10=CC=CS%10)S9)=C8)=O,82.1,2.07,3.6,24.52,TG/BC,80.0,5600.0,70.0,PMMA,550.0,5.5,Au,Au,Spin coating - annealing,200.0,o-DCB,,Ambient,ambipolar,-5.16,-3.58,0.41,0.34,-16.5,~100,0.18,0.14,45.5,~100,0.41,""
PDIID-TVT1,208,428,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,46.2,5.31,3.73,23.67,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating,,o-DCB,,Ambient,p,-5.24,-3.58,0.67,0.49,-6.5,1000-10000,0.00097,0.00085,50.0,1000-10000,0.67,""
PDIID-TVT1,208,429,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,46.2,5.31,3.73,23.67,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating - annealing,200.0,o-DCB,,Ambient,p,-5.24,-3.58,1.79,1.47,3.0,10000-100000,0.087,0.058,46.0,1000-10000,1.79,""
PDIID-TVT1,208,430,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,46.2,5.31,3.73,23.67,TG/BC,80.0,5600.0,70.0,PMMA,550.0,5.5,Au,Au,Spin coating - annealing,200.0,o-DCB,,Ambient,ambipolar,-5.24,-3.58,0.45,0.36,-14.5,10-100,0.16,0.11,42.0,10-100,0.45,""
PDIID-TVT2,209,431,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,35.5,7.18,3.83,23.05,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating,,o-DCB,,Ambient,p,-5.38,-3.71,0.2,0.15,-6.5,100000-1000000,0.0017,0.0016,28.0,1000-10000,0.2,""
PDIID-TVT2,209,432,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,35.5,7.18,3.83,23.05,BG/TC,100.0,3000.0,30.0,ODMS-modified SiO?,300.0,10.0,Au,n+-Si,Spin coating - annealing,200.0,o-DCB,,Ambient,p,-5.38,-3.71,0.75,0.62,-1.5,10000-100000,0.018,0.017,24.5,1000-10000,0.75,""
PDIID-TVT2,209,433,2016,10.1021/acs.macromol.6b00006,Macromolecules,O=C(N1CCCCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=CC=C(/C=C/C%10=CC=CS%10)S9)=C8)=O,35.5,7.18,3.83,23.05,TG/BC,80.0,5600.0,70.0,PMMA,550.0,5.5,Au,Au,Spin coating - annealing,290.0,o-DCB,,Ambient,ambipolar,-5.38,-3.71,0.32,0.27,-35.0,~100,0.071,0.051,40.0,~1000,0.32,""
FVTI-BT,210,434,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC([H])=C(C7=C([H])C=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,52.0,1.85,3.52,19.7,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,120.0,o-DCB,2500,Ambient,p,-5.25,-3.36,0.33,0.24,9.4,10000-1000000  ,,,,,0.33,""
FVTI-BTF,211,435,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC(F)=C(C7=C(F)C=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,28.2,1.5,3.51,19.9,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,120.0,o-DCB,2500,Ambient,p,-5.35,-3.39,0.39,0.26,-1.6,100000-10000000  ,,,,,0.39,""
FVTI-TVT,212,436,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC([H])=C(/C=C/C7=C([H])C=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,47.5,2.81,3.5,24.8,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,120.0,o-DCB,2500,Ambient,p,-5.2,-3.36,0.3,0.21,8.2,10000-1000000  ,,,,,0.3,""
FVTI-TVTF,213,437,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC(F)=C(/C=C/C7=C(F)C=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,33.5,1.49,3.55,24.8,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,120.0,o-DCB,2500,Ambient,p,-5.27,-3.43,0.48,0.31,6.9,10000-1000000  ,,,,,0.48,""
FVTAI-TVT,214,438,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=NC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC([H])=C(/C=C/C7=C([H])C=CS7)S6)=N8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,36.6,1.63,3.5,19.1,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,160.0,o-DCB,2500,Ambient,p,-5.82,-3.89,0.47,0.37,6.3,100000-100000000  ,,,,,0.47,""
FVTAI-TVTF,215,439,2018,10.1021/acs.macromol.8b01297,Macromolecules,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=NC=CC=C2/C1=C/C3=CC(F)=C(/C=C/C4=C(F)C=C(/C=C5C(C=CC(C6=CC(F)=C(/C=C/C7=C(F)C=CS7)S6)=N8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,22.9,1.69,3.5,19.1,BG/TC,50.0,1400.0,28.0,OTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,240.0,o-DCB,2500,Ambient,p,-5.99,-3.93,0.31,0.19,4.9,10000-10000000  ,,,,,0.31,""
VDTOI-TVT,216,440,2016,10.1039/C5PY01500F,Polymer Chemistry,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC=C(/C=C/C4=CC=C(/C=C5C(C=CC(C6=CC=C(/C=C/C7=CC=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,36.8,1.82,,,BG/BC,10.0,1400.0,140.0,PTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating,,o-DCB,2000,Ambient,p,-5.41,-3.34,0.11,0.08,10.51,"1,000,000-10,000,000",,,,,0.11,""
VDTOI-SVS,217,441,2016,10.1039/C5PY01500F,Polymer Chemistry,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC=C(/C=C/C4=CC=C(/C=C5C(C=CC(C6=CC=C(/C=C/C7=CC=C[Se]7)[Se]6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,24.6,1.9,,,BG/BC,10.0,1400.0,140.0,PTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,300.0,o-DCB,2000,Ambient,p,-5.4,-3.62,0.35,0.21,8.55,"1,000,000-10,000,000",,,,,0.35,""
VDTOI-TVT,216,442,2016,10.1039/C5PY01500F,Polymer Chemistry,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC=C(/C=C/C4=CC=C(/C=C5C(C=CC(C6=CC=C(/C=C/C7=CC=CS7)S6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,36.8,1.82,3.71,21.5,BG/BC,10.0,1400.0,140.0,PTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating,,o-DCB,2000,Ambient,p,-5.41,-3.34,0.015,0.01,2.1,"1,000,000-10,000,000",,,,,0.015,""
VDTOI-SVS,217,443,2016,10.1039/C5PY01500F,Polymer Chemistry,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=C/C3=CC=C(/C=C/C4=CC=C(/C=C5C(C=CC(C6=CC=C(/C=C/C7=CC=C[Se]7)[Se]6)=C8)=C8N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/5=O)S4)S3,24.6,1.9,,,BG/BC,10.0,1400.0,140.0,PTS-modified SiO2,300.0,10.0,Au,n+-Si,Spin coating - annealing,300.0,o-DCB,2000,Ambient,p,-5.4,-3.62,0.037,0.021,1.2,"1,000,000-10,000,000",,,,,0.037,""
HBI-P1,218,444,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCC)C/3=O,40.0,2.23,3.75,19.4,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO2,300.0,11.6,Au,n++-Si,Spin coating - annealing,100.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.056,0.041,-49.3,,0.0086,0.0063,51.3,,0.056,""
HBI-P1,219,445,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCC)C/3=O,40.0,2.23,3.75,19.4,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO3,300.0,11.6,Au,n++-Si,Spin coating - annealing,100.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.068,0.058,-23.8,,0.016,0.011,55.2,,0.068,""
HBI-P2,218,446,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/3=O,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO2,300.0,11.6,Au,n++-Si,Spin coating - annealing,200.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.1,0.058,-57.9,,0.0086,0.0066,55.4,,0.1,""
HBI-P2,219,447,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/3=O,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO3,300.0,11.6,Au,n++-Si,Spin coating - annealing,200.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.11,0.08,-38.1,,0.023,0.016,52.0,,0.11,""
HBI-P1,218,448,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCC)C/3=O,40.0,2.23,3.75,19.4,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO2,300.0,11.6,Au,n++-Si,Spin coating - annealing,150.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.1,0.056,-52.0,,0.011,0.009,50.9,,0.1,""
HBI-P2,219,449,2015,10.1039/C5TC00447K,Journal of Material Chemical C,O=C1N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=CC=CC=C2/C1=N/N=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C/3=O,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO3,300.0,11.6,Au,n++-Si,Spin coating - annealing,250.0,Chloroform,3000,Nitrogen,ambipolar,-5.6,-4.0,0.085,0.06,-48.4,,0.035,0.027,46.9,,0.085,""
PBIID1-BT,220,450,2019,10.1039/C9TC02021G,Journal of Material Chemical C,O=C(N1CC(CCCCCCCCCCCC)CCCCCCCCCC)/C(C2=C1C3=C(C=C2)C4=C(/C(C(N4CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=CC=C(C%10=CC=CS%10)S9)=C8)=O,38.4,2.8,3.84,24.26,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000,Ambient,p,-5.57,-3.64,,,,,,,,,0.0,""
