Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
P2,109,181,2012,10.1039/c1sc00477h,Chemical Science,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sccc5s4)[se]3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc[se]1,100.0,2.5,,19.0,BG/TC,30.0,500.0,16.7,OTS-modified SiO2,400.0,,Au,Si,"Spin coating - annealing",,chlorobenzene,,Nitrogen,p,-5.1,-3.92,1.1,0.79,,,0.14,0.1,,,1.1,
C16IDT-BT,110,182,2013,10.1038/ncomms3238,Nature Communications,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(-c2cccc4nsnc24)sc1-3,80.0,2.0,3.8,26.0,TG/BC,20.0,1000.0,50.0,CYTOP,,,Au,Al,"Spin coating - annealing",,chlorobenzene,,Nitrogen,p,-5.4,-3.7,3.6,,,1000000,,,,,3.6,
C16IDT-BT,111,183,2013,10.1038/ncomms3238,Nature Communications,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sccc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(-c2cccc4nsnc24)sc1-3,80.0,2.0,3.8,26.0,BG/BC,2.5,30.0,12.0,PVP,300.0,,Au,Al,Spin coating,,chlorobenzene,,Nitrogen,p,-5.4,-3.7,0.02,,,,,,,,0.02,
"PhF2,3",112,184,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2ccsc2-c2sc(-c3cccc(F)c3F)cc21,34.0,2.0,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.3,-3.25,2.8,2.5,-4.4,2500000,,,,,2.8,
"PhF2,5",113,185,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2ccsc2-c2sc(-c3cc(F)ccc3F)cc21,28.0,2.1,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.25,-3.31,4.2,4.0,-7.2,3300000,,,,,4.2,
"PhF2,6",114,186,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2ccsc2-c2sc(-c3c(F)cccc3F)cc21,33.0,2.3,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.3,-3.34,5.7,5.1,-6.7,3900000,,,,,5.7,
61-P1,115,187,2015,10.1039/c5sc00843c,Chemical Science,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,21.4,2.03,3.8,19.2,BG/BC,30.0,1000.0,33.3,SiO2,200.0,17.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.1,2.94,2.84,-3.0,10000,,,,,2.94,
61-P2a,116,188,2015,10.1039/c5sc00843c,Chemical Science,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,47.0,2.9,3.8,18.8,BG/BC,30.0,1000.0,33.3,SiO2,200.0,17.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,5.5,3.57,-7.0,1000000,,,,,5.5,
61-P2b,117,189,2015,10.1039/c5sc00843c,Chemical Science,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,54.9,3.12,3.9,21.1,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,1.51,1.46,18.0,10000,,,,,1.51,
61-P3,118,190,2015,10.1039/c5sc00843c,Chemical Science,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,38.3,2.16,3.9,18.9,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,1.41,1.35,19.0,10000,,,,,1.41,
61-P4b,119,191,2015,10.1039/c5sc00843c,Chemical Science,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cccs4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)s1,23.8,2.51,3.9,21.3,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-3.9,1.13,1.1,-24.0,1000000,,,,,1.13,
PINDFBT-TT,120,192,2017,10.1039/c7tc01204g,Journal of Materials Chemistry C,CCCCCCCCCCCCc1csc(-c2cc(CCCCCCCCCCCC)c(-c3ccc4c(c3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C4=C3/C(=O)Oc4c3ccc3c5c(ccc43)/C(=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccccc43)C(=O)O5)s2)c1,19.4,3.5,,23.2,BG/BC,30.0,1000.0,33.3,SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,ambipolar,-5.76,-3.78,0.0217,0.0208,-47.2,100,0.0717,0.0661,29.6,100,0.0717,
PINDFBT-HH,121,193,2017,10.1039/c7tc01204g,Journal of Materials Chemistry C,CCCCCCCCCCCCc1ccsc1-c1sc(-c2ccc3c(c2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C3=C2/C(=O)Oc3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3ccccc32)C(=O)O4)cc1CCCCCCCCCCCC,25.8,3.0,,24.0,BG/BC,30.0,1000.0,33.3,SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,ambipolar,-5.68,-3.77,0.147,0.0134,-36.1,100,0.332,0.305,39.1,100,0.332,
PI,122,194,2017,10.1021/acs.macromol.6b02447,Macromolecules,CCCCCCc1ccsc1/C=C/c1sc(-c2ccc(C3=C4C(=O)N(CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(c5cccs5)=C4C(=O)N3CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s2)cc1CCCCCC,10.3,3.76,3.65,20.7,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",220.0,chlorobenzene,,Nitrogen,p,-5.2,-3.5,1.69,1.24,15.9,>10000,,,,,1.69,
PO,123,195,2017,10.1021/acs.macromol.6b02447,Macromolecules,CCCCCCc1csc(/C=C/c2cc(CCCCCC)c(-c3ccc(C4=C5C(=O)N(CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(c6cccs6)=C5C(=O)N4CCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s3)s2)c1,10.1,2.54,3.6,21.63,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",220.0,chlorobenzene,,Nitrogen,p,-5.1,-3.3,0.9,0.63,22.8,>10000,,,,,0.9,
L-PTIIG-HD-NP,124,196,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc5ccccc5c4)sc32)c2sccc21,24.6,2.05,3.7,21.5,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.35,-3.9,1.87,1.31,-59.8,160-411,0.0344,0.0161,71.3,,1.87,
L-PTIIGOD-Np,125,197,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc5ccccc5c4)sc32)c2sccc21,34.3,2.81,3.7,24.2,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.35,-3.92,0.111,0.0635,-58.2,217-413,0.00403,0.00258,71.1,,0.111,
L-PTIIGDT-Np,126,198,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc5ccccc5c4)sc32)c2sccc21,50.6,2.57,3.7,25.8,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.33,-3.9,0.356,0.154,-53.1,36-84,0.0478,0.0266,63.8,,0.356,
IIDDT,127,199,2012,10.1002/adma.201202689,Advanced Materials,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,20.4,2.0,3.75,20.3,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",150.0,TCE,,Ambient,p,-5.7,-3.7,1.06,0.66,-18.0,>1000000,,,,,1.06,
IIDDT-C2,128,200,2012,10.1002/adma.201202689,Advanced Materials,CCCCCCCCCCC(CCCCCCCCCC)CCN1C(=O)/C(=C2/C(=O)N(CCC(CCCCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,18.4,2.0,3.61,23.7,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,TCE,,Ambient,p,-5.6,-3.7,0.4,0.28,-10.0,>100000,,,,,0.4,
IIDDT-C3,129,201,2012,10.1002/adma.201202689,Advanced Materials,CCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,39.2,3.2,3.57,24.7,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",175.0,TCE,,Ambient,p,-5.52,-3.74,3.62,2.98,-2.0,>1000000,,,,,3.62,
IIDDT-C4,130,202,2012,10.1002/adma.201202689,Advanced Materials,CCCCCCCCCCC(CCCCCCCCCC)CCCCN1C(=O)/C(=C2/C(=O)N(CCCCC(CCCCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,37.3,2.3,3.57,26.1,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",175.0,TCE,,Ambient,p,-5.5,-3.74,1.76,1.44,-5.0,>1000000,,,,,1.76,
BDPPV-C1,131,203,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,37.4,2.04,3.52,30.2,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.16,-4.01,,,,,0.9,0.73,36.0,>100000,0.9,
BDPPV-C2,132,204,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,37.7,2.26,3.48,32.2,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.15,-4.07,,,,,0.6,0.38,44.0,>10000,0.6,
BDPPV-C3,133,205,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,30.2,2.25,3.45,33.8,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.16,-4.01,,,,,1.4,1.12,35.0,>100000,1.4,
BDPPV-C4,134,206,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,34.9,2.01,3.38,36.6,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.15,-3.97,,,,,0.05,0.03,49.0,>10000,0.05,
BDPPV-C5,135,207,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CCCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CCCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,35.9,2.26,3.38,39.5,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.16,-4.02,,,,,0.76,0.65,37.0,>100000,0.76,
BDPPV-C6,136,208,2014,10.1002/adfm.201401822,Advanced Functional Materials,C=Cc1ccc2c(c1)N(CCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(CCCCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2ccccc21,35.2,2.44,3.38,41.3,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.12,-4.01,,,,,0.44,0.33,41.0,>1000,0.44,
pTBTD-5DH,137,209,2014,10.1002/adfm.201304231,Advanced Functional Materials,CCCCCCCCCCCCc1cc(-c2cccs2)sc1-c1ccc(-c2ccc(-c3ccc(-c4sc(-c5ccc(C6=C7C(=O)N(CCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C=C7C(=O)N6CCCCC(CCCCCCCCCC)CCCCCCCCCCCC)s5)cc4CCCCCCCCCCCC)s3)c3nsnc23)s1,44.0,2.3,3.61,24.88,BG/BC,50.0,2000.0,40.0,OTS-modified SiO2,300.0,,Cr/Au,Si,"Spin coating - annealing",300.0,o-DCB,,Nitrogen,p,-5.27,-3.78,2.0,1.74,13.1,100000-1000000,,,,,2.0,
pTBTD-2DT,138,210,2014,10.1002/adfm.201304231,Advanced Functional Materials,CCCCCCCCCCCCc1cc(-c2cccs2)sc1-c1ccc(-c2ccc(-c3ccc(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C7C(=O)N6CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)cc4CCCCCCCCCCCC)s3)c3nsnc23)s1,28.0,2.5,3.73,22.07,BG/BC,50.0,2000.0,40.0,OTS-modified SiO2,300.0,,Cr/Au,Si,"Spin coating - annealing",300.0,o-DCB,,Nitrogen,p,-5.34,-3.74,0.54,0.4,-2.7,1000000-10000000,,,,,0.54,
pTBTD-2OD,139,211,2014,10.1002/adfm.201304231,Advanced Functional Materials,CCCCCCCCCCCCCCCCCCN1C=C2C(=O)N(CCCCCCCCCCCCCCCCCC)C(c3ccc(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7ccc(-c8sc(-c9cccs9)cc8CCCCCCCCCCCC)s7)c7nsnc67)s5)s4)s3)=C2C1=O,14.0,2.5,3.62,22.29,BG/BC,50.0,2000.0,40.0,OTS-modified SiO2,300.0,,Cr/Au,Si,"Spin coating - annealing",300.0,o-DCB,,Nitrogen,p,-5.21,-3.8,0.34,0.3,7.0,1000000-10000000,,,,,0.34,
P(NDI1-T),140,212,2018,10.1002/adfm.201803613,Advanced Functional Materials,CCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCC)C3=O,17.0,1.8,4.1,21.3,BG/TC,150.0,1500.0,10.0,ODTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,n,-5.65,-3.82,,,,,0.034,0.029,17.2,100000,0.034,
P(NDI2-T),141,213,2018,10.1002/adfm.201803613,Advanced Functional Materials,CCCCCCC(CCCCCC)CCN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CCC(CCCCCC)CCCCCC)C3=O,19.0,1.8,4.0,24.6,BG/TC,150.0,1500.0,10.0,ODTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,n,-5.59,-3.82,,,,,0.093,0.0735,16.3,1000000,0.093,
P(NDI3-T),142,214,2018,10.1002/adfm.201803613,Advanced Functional Materials,CCCCCCC(CCCCCC)CCCN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CCCC(CCCCCC)CCCCCC)C3=O,15.0,1.3,3.9,26.6,BG/TC,150.0,1500.0,10.0,ODTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,n,-5.56,-3.85,,,,,0.142,0.101,17.0,1000000,0.142,
P(NDI4-T),143,215,2018,10.1002/adfm.201803613,Advanced Functional Materials,CCCCCCC(CCCCCC)CCCCN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CCCCC(CCCCCC)CCCCCC)C3=O,21.0,1.4,4.0,27.5,BG/TC,150.0,1500.0,10.0,ODTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,n,-5.59,-3.86,,,,,0.217,0.118,17.9,1000000,0.217,
C1-INDTT,144,216,2015,10.1021/acs.macromol.5b00542,Macromolecules,CCCCCCCCCCC(CCCCCCCC)COc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6cccs6)s5)c(=O)n2c1c43,20.0,4.0,3.66,22.4,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-5.02,-3.76,0.29,,-92.0,10-100,0.31,,37.0,1000-10000,0.31,
C3-INDTT,145,217,2017,10.1002/adfm.201704069,Advanced Functional Materials,CCCCCCCCCCC(CCCCCCCC)CCCOc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCCCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6cccs6)s5)c(=O)n2c1c43,27.0,3.1,3.59,26.8,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-4.99,-3.78,0.11,0.1,-112.0,10-100,1.01,0.93,79.0,10000-100000,1.01,
C1-INDTS,146,218,2015,10.1021/acs.macromol.5b00542,Macromolecules,CCCCCCCCCCC(CCCCCCCC)COc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6ccc[se]6)s5)c(=O)n2c1c43,25.0,3.32,3.62,22.8,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-4.99,-3.77,0.2,,-101.0,10-100,0.99,,74.0,1000,0.99,
C3-INDTS,147,219,2017,10.1002/adfm.201704069,Advanced Functional Materials,CCCCCCCCCCC(CCCCCCCC)CCCOc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCCCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6ccc[se]6)s5)c(=O)n2c1c43,32.0,3.9,3.58,26.2,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-4.99,-3.76,0.13,0.13,-65.0,10-100,1.04,0.89,54.0,10000-100000,1.04,
C1-INDTBT,148,220,2015,10.1021/acs.macromol.5b00542,Macromolecules,CCCCCCCCCCC(CCCCCCCC)COc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6cccc7nsnc67)s5)c(=O)n2c1c43,40.0,2.98,3.66,23.3,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-4.97,-3.74,0.52,,-121.0,10,3.11,,74.0,10000,3.11,
C3-INDTBT,149,221,2017,10.1002/adfm.201704069,Advanced Functional Materials,CCCCCCCCCCC(CCCCCCCC)CCCOc1ccc2c(c1)c1c(-c3cccs3)c(=O)n3c4ccc(OCCCC(CCCCCCCC)CCCCCCCCCC)cc4c4c(-c5ccc(-c6cccc7nsnc67)s5)c(=O)n2c1c43,50.0,3.2,3.6,27.0,TG/BC,40.0,1000.0,25.0,CYTOP,,,Au,Al,"Spin coating - annealing",190.0,chlorobenzene,,Nitrogen,ambipolar,-5.02,-3.78,0.38,0.29,-107.0,1000,0.63,0.57,88.0,10000-100000,0.63,
25-DPP-SVS,150,222,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,23.7,1.6,3.6,25.2,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.15,-3.84,3.29,1.81,,100000,,,,,3.29,
26-DPP-SVS,151,223,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,19.8,1.17,3.6,27.8,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.13,-3.86,0.37,0.24,,100000,,,,,0.37,
27-DPP-SVS,152,224,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,31.4,1.55,3.6,25.2,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.19,-3.93,2.25,1.8,,1000000,,,,,2.25,
28-DPP-SVS,153,225,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,25.6,1.29,3.6,27.6,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.17,-3.92,0.43,0.37,,100000,,,,,0.43,
29-DPP-SVS,154,226,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,34.1,1.71,3.6,26.4,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.14,-3.91,4.69,3.99,,10000000,,,,,4.69,
30-DPP-SVS,155,227,2015,10.1021/cm504545e,Chemistry of materials,CCCCCCCCCCCCC(CCCCCCCCCC)CCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc[se]5)[se]4)s3)N(CCCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1cccs1,38.5,1.56,3.6,28.0,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,chloroform,,Nitrogen,p,-5.16,-3.93,5.38,5.06,,10000,,,,,5.38,
